,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,duration,launch_month,launch_quarter,deadline_month,deadline_quarter,launch_hour,title_length,title_words,title_symbols,backers_exist,pledged_per_backer,good_country,exchange_rate,usd_pledged_new
1000055792,The Cottage Market,Crafts,Crafts,USD,2014-10-02,5000.0,2014-09-02 17:11:50,0.0,0,0,US,0.0,0.0,5000.0,29,9,3,10,4,17,18,3,0,False,0.0,US,1.0,0.0
1000056157,G-Spot Place for Gamers to connect with eachother & go pro!,Games,Games,USD,2016-03-25,200000.0,2016-02-09 23:01:12,0.0,0,0,US,0.0,0.0,200000.0,44,2,1,3,1,23,59,11,1,False,0.0,US,1.0,0.0
1000057089,Tombstone: Old West tabletop game and miniatures in 32mm.,Tabletop Games,Games,GBP,2017-05-03,5000.0,2017-04-05 19:44:18,94175.0,1,761,GB,57763.78,121857.33,6469.73,27,4,2,5,2,19,57,9,0,True,123.75164257555848,GB,1.26,118660.5
1000064368,Survival Rings,Design,Design,USD,2015-02-28,2500.0,2015-01-29 02:10:53,664.0,0,11,US,664.0,664.0,2500.0,29,1,1,2,1,2,14,2,0,True,60.36363636363637,US,1.0,664.0
1000064918,The Beard,Comic Books,Comics,USD,2014-11-08,1500.0,2014-10-09 22:27:52,395.0,0,16,US,395.0,395.0,1500.0,29,10,4,11,4,22,9,2,0,True,24.6875,US,1.0,395.0
1000068480,Notes From London: Above & Below,Art Books,Publishing,USD,2015-05-10,3000.0,2015-04-10 21:20:54,789.0,0,20,US,789.0,789.0,3000.0,29,4,2,5,2,21,32,6,0,True,39.45,US,1.0,789.0
1000070642,Mike Corey's Darkness & Light Album,Music,Music,USD,2012-08-17,250.0,2012-08-02 14:11:32,250.0,1,7,US,250.0,250.0,250.0,14,8,3,8,3,14,35,6,0,True,35.714285714285715,US,1.0,250.0
1000072011,CMUK. Shoes: Take on Life Feet First.,Fashion,Fashion,USD,2013-12-30,20000.0,2013-11-25 07:06:11,34268.0,1,624,US,34268.0,34268.0,20000.0,34,11,4,12,4,7,37,7,0,True,54.916666666666664,US,1.0,34268.0
1000081649,MikeyJ clothing brand fundraiser,Childrenswear,Fashion,AUD,2017-09-07,2500.0,2017-08-08 01:20:20,1.0,0,1,AU,0.0,0.81,2026.1,29,8,3,9,3,1,32,4,0,True,1.0,AU,0.69,0.69
1000082254,Alice in Wonderland in G Minor,Theater,Theater,USD,2014-06-15,3500.0,2014-05-16 10:10:38,650.0,0,12,US,650.0,650.0,3500.0,29,5,2,6,2,10,30,6,0,True,54.166666666666664,US,1.0,650.0
1000104953,Rebel Army Origins: The Heroic Story Of Major Gripes,Comics,Comics,GBP,2016-01-28,100.0,2015-12-29 16:59:29,112.38,1,27,GB,167.7,160.6,142.91,29,12,4,1,1,16,52,9,0,True,4.162222222222222,GB,1.26,141.59879999999998
1000226576,Following the Call - A Novel,Fiction,Publishing,USD,2016-02-01,13500.0,2016-01-02 08:06:07,0.0,0,0,US,0.0,0.0,13500.0,29,1,1,2,1,8,28,6,0,False,0.0,US,1.0,0.0
1000234595,Fashion removeable decoration jewel accessory hells shoes,Accessories,Fashion,EUR,2016-10-13,12000.0,2016-09-13 11:59:57,137.0,0,2,IT,0.0,150.73,13202.34,29,9,3,10,4,11,57,7,0,True,68.5,AT,1.12,153.44000000000003
1000245024,Safer Home,Hardware,Technology,CAD,2015-07-03,50000.0,2015-06-03 05:52:43,0.0,0,0,CA,0.0,0.0,39739.31,29,6,2,7,3,5,10,2,0,False,0.0,CA,0.75,0.0
1000252415,"Pantochino Productions: ""Cinderella Skeleton, the Musical""",Theater,Theater,USD,2011-07-08,15000.0,2011-05-09 15:08:51,15425.0,1,144,US,15425.0,15425.0,15000.0,59,5,2,7,3,15,58,6,0,True,107.11805555555556,US,1.0,15425.0
1000535116,Xi3: Help us Usher in the Post-PC Era,Technology,Technology,USD,2012-10-28,250000.0,2012-09-28 09:33:59,90771.0,0,120,US,90771.0,90771.0,250000.0,29,9,3,10,4,9,37,8,0,True,756.425,US,1.0,90771.0
